"","Test_group","Date","Convert"
"144",0,2017-02-20,0
"145",0,2017-01-20,0
"146",0,2017-01-12,0
"147",0,2017-01-24,0
"148",0,2017-02-28,0
"149",0,2017-02-04,0
"150",0,2017-01-10,0
"151",0,2017-02-05,0
"152",0,2017-02-06,0
"153",0,2017-01-12,0
"154",0,2017-02-05,0
"155",0,2017-02-07,0
"156",0,2017-01-30,0
"157",0,2017-01-07,0
"158",0,2017-01-02,0
"159",0,2017-01-26,0
"160",0,2017-01-31,0
"161",0,2017-02-16,0
"162",0,2017-01-28,0
"163",0,2017-02-06,1
"164",0,2017-01-01,0
"165",0,2017-01-29,0
"166",0,2017-02-09,0
"167",0,2017-02-13,0
"168",0,2017-01-31,0
"169",0,2017-02-13,0
"170",0,2017-01-20,0
"171",0,2017-01-18,0
"172",0,2017-01-16,0
"173",0,2017-03-01,0
"174",0,2017-02-05,0
"175",0,2017-02-25,0
"176",0,2017-02-01,0
"177",0,2017-01-29,0
"178",0,2017-02-08,0
"179",0,2017-02-09,0
"180",0,2017-01-19,0
"181",0,2017-01-25,0
"182",0,2017-02-26,0
"183",0,2017-01-08,0
"184",0,2017-02-17,0
"185",0,2017-01-21,0
"186",0,2017-02-01,0
"187",0,2017-01-30,0
"188",0,2017-01-22,0
"189",0,2017-02-08,0
"190",0,2017-01-02,0
"191",0,2017-02-13,1
"192",0,2017-02-24,1
"193",0,2017-01-26,0
"194",0,2017-01-28,0
"195",0,2017-01-19,0
"196",0,2017-02-07,0
"197",0,2017-02-25,0
"198",0,2017-01-21,0
"199",0,2017-02-17,0
"200",0,2017-01-22,0
"201",0,2017-02-08,0
"202",0,2017-01-23,0
"203",0,2017-02-09,0
"204",0,2017-01-09,0
"205",0,2017-01-08,0
"206",0,2017-01-16,0
"207",0,2017-02-02,0
"208",0,2017-01-18,0
"209",0,2017-02-01,1
"210",0,2017-02-20,0
"211",0,2017-02-17,0
"212",0,2017-01-18,0
"213",0,2017-02-20,0
"214",0,2017-01-25,0
"215",0,2017-01-23,0
"216",0,2017-02-05,0
"217",0,2017-01-08,0
"218",0,2017-01-20,0
"219",0,2017-02-03,0
"220",0,2017-01-14,0
"221",0,2017-01-04,0
"222",0,2017-01-17,0
"223",0,2017-01-20,0
"224",0,2017-01-21,0
"225",0,2017-01-20,0
"226",0,2017-02-19,0
"227",0,2017-02-27,0
"228",0,2017-01-15,0
"229",0,2017-01-03,0
"230",0,2017-01-24,0
"231",0,2017-01-29,0
"232",0,2017-02-07,0
"233",0,2017-02-10,0
"234",0,2017-02-11,0
"235",0,2017-01-04,0
"236",0,2017-02-22,0
"237",0,2017-01-24,0
"238",0,2017-02-28,0
"239",0,2017-01-11,0
"240",0,2017-02-16,0
"241",0,2017-02-14,1
"242",0,2017-01-30,0
"243",0,2017-01-29,0
"244",0,2017-02-23,0
"245",0,2017-02-22,0
"246",0,2017-01-05,0
"247",0,2017-02-25,0
"248",0,2017-01-02,0
"249",0,2017-01-19,0
"250",0,2017-01-20,0
"251",0,2017-02-02,0
"252",0,2017-01-26,0
"253",0,2017-02-11,0
"254",0,2017-01-12,0
"255",0,2017-02-07,0
"256",0,2017-01-30,0
"257",0,2017-02-15,0
"258",0,2017-03-01,0
"259",0,2017-01-09,0
"260",0,2017-03-01,0
"261",0,2017-02-16,0
"262",0,2017-01-05,0
"263",0,2017-02-23,0
"264",0,2017-01-30,0
"265",0,2017-01-07,0
"266",0,2017-02-07,0
"267",0,2017-02-03,0
"268",0,2017-01-20,0
"269",0,2017-02-17,0
"270",0,2017-01-25,0
"271",0,2017-02-11,0
"272",0,2017-01-30,0
"273",0,2017-02-15,0
"274",0,2017-02-18,0
"275",0,2017-01-01,0
"276",0,2017-02-12,0
"277",0,2017-01-07,0
"278",0,2017-01-24,0
"279",0,2017-01-09,0
"280",0,2017-02-10,0
"281",0,2017-01-29,0
"282",0,2017-01-28,0
"283",0,2017-01-03,0
"284",0,2017-02-26,0
"285",0,2017-01-06,0
"286",0,2017-02-27,0
"287",0,2017-01-04,0
"288",0,2017-01-15,0
"289",0,2017-02-03,1
"290",0,2017-01-09,0
"291",0,2017-01-18,0
"292",0,2017-02-23,0
"293",0,2017-03-01,0
"294",0,2017-02-07,0
"295",0,2017-01-08,0
"296",0,2017-01-06,0
"297",0,2017-02-28,0
"298",0,2017-01-31,0
"299",0,2017-01-13,0
"300",0,2017-01-04,0
"301",0,2017-02-19,0
"302",0,2017-01-20,1
"303",0,2017-02-22,0
"304",0,2017-01-27,0
"305",0,2017-02-25,0
"306",0,2017-02-13,0
"307",0,2017-02-25,0
"308",0,2017-02-07,0
"309",0,2017-02-19,0
"310",0,2017-02-11,0
"311",0,2017-02-25,0
"312",0,2017-01-01,0
"313",0,2017-02-17,0
"314",0,2017-02-05,0
"315",0,2017-02-27,0
"316",0,2017-02-10,0
"317",0,2017-01-24,0
"318",0,2017-02-18,0
"319",0,2017-02-17,0
"320",0,2017-01-31,0
"321",0,2017-01-23,0
"322",0,2017-01-30,1
"323",0,2017-02-03,0
"324",0,2017-01-13,0
"325",0,2017-01-09,0
"326",0,2017-02-16,0
"327",0,2017-01-12,0
"328",0,2017-01-03,0
"329",0,2017-02-16,0
"330",0,2017-02-09,0
"331",0,2017-01-20,0
"332",0,2017-02-01,0
"333",0,2017-01-15,0
"334",0,2017-02-06,0
"335",0,2017-02-27,0
"336",0,2017-01-20,0
"337",0,2017-02-08,0
"338",0,2017-02-01,0
"339",0,2017-01-15,0
"340",0,2017-01-05,0
"341",0,2017-01-24,0
"342",0,2017-03-01,0
"343",0,2017-02-15,0
"344",0,2017-01-26,0
"345",0,2017-01-09,0
"346",0,2017-02-22,0
"347",0,2017-01-03,0
"348",0,2017-02-02,0
"349",0,2017-02-20,0
"350",0,2017-01-05,0
"351",0,2017-01-06,0
"352",0,2017-01-02,0
"353",0,2017-01-17,0
"354",0,2017-01-31,0
"355",0,2017-01-07,0
"356",0,2017-02-07,0
"357",0,2017-01-13,0
"358",0,2017-02-09,0
"359",0,2017-01-04,0
"360",0,2017-01-24,0
"361",0,2017-01-06,0
"362",0,2017-01-25,0
"363",0,2017-02-25,0
"364",0,2017-01-08,0
"365",0,2017-01-10,0
"366",0,2017-01-03,0
"367",0,2017-01-11,0
"368",0,2017-02-22,0
"369",0,2017-02-17,0
"370",0,2017-01-22,0
"371",0,2017-01-28,0
"372",0,2017-02-13,0
"373",0,2017-01-25,0
"374",0,2017-01-07,0
"375",0,2017-02-26,0
"376",0,2017-02-03,0
"377",0,2017-01-14,0
"378",0,2017-02-14,0
"379",0,2017-01-26,0
"380",0,2017-02-08,0
"381",0,2017-02-25,0
"382",0,2017-01-26,0
"383",0,2017-02-19,0
"384",0,2017-01-04,0
"385",0,2017-02-26,0
"386",0,2017-02-01,0
"387",0,2017-02-07,0
"388",0,2017-01-27,0
"389",0,2017-01-27,0
"390",0,2017-01-27,0
"391",0,2017-01-19,0
"392",0,2017-01-18,0
"393",0,2017-01-07,0
"394",0,2017-02-22,0
"395",0,2017-02-09,0
"396",0,2017-02-10,0
"397",0,2017-01-10,0
"398",0,2017-01-15,0
"399",0,2017-02-20,0
"400",0,2017-02-06,0
"401",0,2017-01-20,0
"402",0,2017-01-02,0
"403",0,2017-01-25,0
"404",0,2017-01-23,0
"405",0,2017-01-31,0
"406",0,2017-02-22,0
"407",0,2017-02-15,0
"408",0,2017-01-17,0
"409",0,2017-01-28,0
"410",0,2017-02-07,0
"411",0,2017-01-21,0
"412",0,2017-01-03,0
"413",0,2017-01-15,0
"414",0,2017-02-19,0
"415",0,2017-01-23,0
"416",0,2017-02-14,0
"417",0,2017-01-07,0
"418",0,2017-01-19,0
"419",0,2017-01-01,0
"420",0,2017-01-11,0
"421",0,2017-02-16,0
"422",0,2017-02-14,0
"423",0,2017-02-20,0
"424",0,2017-01-04,0
"425",0,2017-01-14,0
"426",0,2017-02-12,0
"427",0,2017-01-27,0
"428",0,2017-01-26,0
"429",0,2017-02-01,0
"430",0,2017-01-22,0
"431",0,2017-01-14,0
"432",0,2017-02-20,0
"433",0,2017-01-25,0
"434",0,2017-02-14,0
"435",0,2017-02-24,0
"436",0,2017-01-02,0
"437",0,2017-01-21,0
"438",0,2017-01-09,0
"439",0,2017-01-20,0
"440",0,2017-02-25,0
"441",0,2017-01-17,0
"442",0,2017-02-15,0
"443",0,2017-01-02,0
"444",0,2017-01-25,0
"445",0,2017-01-25,0
"446",0,2017-02-15,0
"447",0,2017-01-14,0
"448",0,2017-02-16,0
"449",0,2017-03-01,0
"450",0,2017-02-02,0
"451",0,2017-02-07,0
"452",0,2017-02-25,0
"453",0,2017-01-20,0
"454",0,2017-02-13,0
"455",0,2017-02-16,0
"456",0,2017-02-26,0
"457",0,2017-01-11,0
"458",0,2017-01-09,0
"459",0,2017-01-27,0
"460",0,2017-02-25,0
"461",0,2017-01-20,0
"462",0,2017-01-10,0
"463",0,2017-02-10,0
"464",0,2017-02-04,0
"465",0,2017-01-21,0
"466",0,2017-01-20,0
"467",0,2017-02-08,0
"468",0,2017-02-15,0
"469",0,2017-01-11,0
"470",0,2017-02-07,0
"471",0,2017-02-13,0
"472",0,2017-01-02,0
"473",0,2017-01-15,0
"474",0,2017-01-27,1
"475",0,2017-02-08,0
"476",0,2017-01-12,0
"477",0,2017-01-18,0
"478",0,2017-01-21,0
"479",0,2017-01-05,0
"480",0,2017-01-11,0
"481",0,2017-01-24,0
"482",0,2017-01-03,0
"483",0,2017-01-30,0
"484",0,2017-02-12,0
"485",0,2017-01-02,0
"486",0,2017-01-03,1
"487",0,2017-01-15,0
"488",0,2017-01-31,0
"489",0,2017-01-04,0
"490",0,2017-01-28,0
"491",0,2017-01-24,0
"492",0,2017-01-10,0
"493",0,2017-01-20,0
"494",0,2017-01-31,0
"495",0,2017-02-06,0
"496",0,2017-02-07,0
"497",0,2017-01-27,0
"498",0,2017-02-27,0
"499",0,2017-01-14,0
"500",0,2017-01-30,0
"501",0,2017-01-02,0
"502",0,2017-02-18,0
"503",0,2017-02-06,0
"504",0,2017-02-10,0
"505",0,2017-02-22,0
"506",0,2017-01-30,0
"507",0,2017-01-31,0
"508",0,2017-02-01,0
"509",0,2017-01-26,0
"510",0,2017-02-20,0
"511",0,2017-02-23,0
"512",0,2017-02-04,0
"513",0,2017-01-31,0
"514",0,2017-02-11,0
"515",0,2017-01-30,1
"516",0,2017-01-16,0
"517",0,2017-01-08,0
"518",0,2017-02-04,0
"519",0,2017-02-08,0
"520",0,2017-02-21,0
"521",0,2017-01-26,0
"522",0,2017-02-26,0
"523",0,2017-02-07,0
"524",0,2017-02-10,0
"525",0,2017-02-26,0
"526",0,2017-01-31,0
"527",0,2017-02-13,0
"528",0,2017-01-04,0
"529",0,2017-02-02,0
"530",0,2017-02-23,0
"531",0,2017-02-09,0
"532",0,2017-01-12,0
"533",0,2017-01-28,0
"534",0,2017-02-09,0
"535",0,2017-01-07,0
"536",0,2017-02-12,0
"537",0,2017-02-23,0
"538",0,2017-01-05,0
"539",0,2017-02-26,0
"540",0,2017-01-23,0
"541",0,2017-02-05,0
"542",0,2017-01-20,0
"543",0,2017-02-17,0
"544",0,2017-01-12,0
"545",0,2017-01-17,0
"546",0,2017-02-27,0
"547",0,2017-02-17,0
"548",0,2017-01-14,0
"549",0,2017-01-28,0
"550",0,2017-01-25,0
"551",0,2017-01-27,0
"552",0,2017-01-29,0
"553",0,2017-02-05,0
"554",0,2017-01-30,0
"555",0,2017-02-09,0
"556",0,2017-01-17,0
"557",0,2017-01-07,0
"558",0,2017-02-06,0
"559",0,2017-02-04,0
"560",0,2017-02-26,0
"561",0,2017-01-15,0
"562",0,2017-01-16,0
"563",0,2017-01-11,0
"564",0,2017-01-28,0
"565",0,2017-03-01,0
"566",0,2017-01-28,0
"567",0,2017-01-06,0
"568",0,2017-01-01,0
"569",0,2017-02-07,0
"570",0,2017-01-14,0
"571",0,2017-02-23,0
"572",0,2017-02-25,0
"573",0,2017-02-24,0
"574",0,2017-01-13,0
"575",0,2017-02-26,0
"576",0,2017-02-20,0
"577",0,2017-01-05,0
"578",0,2017-02-23,0
"579",0,2017-02-23,0
"580",0,2017-01-09,0
"581",0,2017-01-03,0
"582",0,2017-01-11,0
"583",0,2017-02-13,0
"584",0,2017-02-18,0
"585",0,2017-01-15,0
"586",0,2017-02-01,0
"587",0,2017-01-26,1
"588",0,2017-01-14,0
"589",0,2017-01-26,0
"590",0,2017-02-08,0
"591",0,2017-02-05,0
"592",0,2017-02-22,0
"593",0,2017-02-19,0
"594",0,2017-02-22,0
"595",0,2017-01-31,0
"596",0,2017-01-27,1
"597",0,2017-01-12,0
"598",0,2017-01-22,0
"599",0,2017-02-24,0
"600",0,2017-01-12,0
"601",0,2017-02-03,0
"602",0,2017-01-28,0
"603",0,2017-01-14,0
"604",0,2017-01-04,0
"605",0,2017-02-22,0
"606",0,2017-02-12,0
"607",0,2017-02-26,0
"608",0,2017-02-17,0
"609",0,2017-02-24,0
"610",0,2017-01-15,0
"611",0,2017-02-27,0
"612",0,2017-01-14,0
"613",0,2017-02-15,0
"614",0,2017-02-28,0
"615",0,2017-03-01,0
"616",0,2017-01-11,0
"617",0,2017-02-17,0
"618",0,2017-02-09,0
"619",0,2017-02-17,0
"620",0,2017-01-29,0
"621",0,2017-01-02,0
"622",0,2017-01-04,0
"623",0,2017-01-05,0
"624",0,2017-02-18,0
"625",0,2017-01-10,0
"626",0,2017-01-01,0
"627",0,2017-01-26,0
"628",0,2017-01-03,0
"629",0,2017-02-16,0
"630",0,2017-01-09,0
"631",0,2017-02-02,0
"632",0,2017-01-21,0
"633",0,2017-01-23,0
"634",0,2017-02-08,0
"635",0,2017-02-01,0
"636",0,2017-01-13,0
"637",0,2017-02-20,0
"638",0,2017-01-07,0
"639",0,2017-02-21,0
"640",0,2017-02-11,0
"641",0,2017-02-06,0
"642",0,2017-03-01,0
"643",0,2017-01-18,0
"644",0,2017-02-13,0
"645",0,2017-02-13,0
"646",0,2017-02-27,0
"647",0,2017-01-18,0
"648",0,2017-01-22,0
"649",0,2017-01-20,0
"650",0,2017-02-22,0
"651",0,2017-02-10,0
"652",0,2017-01-17,0
"653",0,2017-01-25,0
"654",0,2017-01-04,0
"655",0,2017-02-06,0
"656",0,2017-01-27,0
"657",0,2017-01-26,0
"658",0,2017-01-05,0
"659",0,2017-02-08,0
"660",0,2017-01-03,0
"661",0,2017-01-13,0
"662",0,2017-02-10,0
"663",0,2017-02-11,0
"664",0,2017-01-14,0
"665",0,2017-02-11,1
"666",0,2017-02-17,0
"667",0,2017-02-26,0
"668",0,2017-02-27,0
"669",0,2017-02-23,0
"670",0,2017-01-06,0
"671",0,2017-01-21,0
"672",0,2017-02-25,0
"673",0,2017-01-08,0
"674",0,2017-01-27,0
"675",0,2017-03-01,0
"676",0,2017-02-25,0
"677",0,2017-02-05,0
"678",0,2017-02-26,0
"679",0,2017-01-28,0
"680",0,2017-02-27,0
"681",0,2017-01-09,0
"682",0,2017-02-27,0
"683",0,2017-02-05,0
"684",0,2017-01-31,0
"685",0,2017-02-28,0
"686",0,2017-02-10,0
"687",0,2017-02-02,0
"688",0,2017-01-23,0
"689",0,2017-01-01,0
"690",0,2017-01-03,0
"691",0,2017-01-26,0
"692",0,2017-01-19,0
"693",0,2017-02-03,0
"694",0,2017-02-03,0
"695",0,2017-01-16,0
"696",0,2017-01-25,0
"697",0,2017-02-27,0
"698",0,2017-01-24,0
"699",0,2017-02-11,0
"700",0,2017-02-07,0
"701",0,2017-01-09,0
"702",0,2017-01-29,0
"703",0,2017-01-07,0
"704",0,2017-02-01,0
"705",0,2017-01-08,0
"706",0,2017-01-16,0
"707",0,2017-02-16,0
"708",0,2017-02-28,0
"709",0,2017-01-18,1
"710",0,2017-01-26,0
"711",0,2017-01-21,0
"712",0,2017-02-26,0
"713",0,2017-01-22,0
"714",0,2017-01-09,0
"715",0,2017-02-11,0
"716",0,2017-02-01,0
"717",0,2017-01-09,0
"718",0,2017-01-17,0
"719",0,2017-01-03,0
"720",0,2017-02-07,0
"721",0,2017-01-05,0
"722",0,2017-01-13,1
"723",0,2017-01-05,0
"724",0,2017-02-27,0
"725",0,2017-01-27,0
"726",0,2017-01-09,0
"727",0,2017-02-23,0
"728",0,2017-02-26,0
"729",0,2017-01-21,0
"730",0,2017-02-19,0
"731",0,2017-02-21,0
"732",0,2017-01-02,0
"733",0,2017-02-03,0
"734",0,2017-01-21,0
"735",0,2017-01-07,0
"736",0,2017-01-17,0
"737",0,2017-01-01,0
"738",0,2017-02-04,0
"739",0,2017-01-16,0
"740",0,2017-02-18,0
"741",0,2017-01-05,0
"742",0,2017-02-24,0
"743",0,2017-01-17,0
"744",0,2017-02-28,0
"745",0,2017-01-22,0
"746",0,2017-02-11,0
"747",0,2017-02-14,0
"748",0,2017-02-03,0
"749",0,2017-03-01,0
"750",0,2017-02-26,0
"751",0,2017-01-01,0
"752",0,2017-01-02,0
"753",0,2017-03-01,0
"754",0,2017-02-19,0
"755",0,2017-01-09,0
"756",0,2017-02-08,0
"757",0,2017-03-01,0
"758",0,2017-02-14,0
"759",0,2017-01-28,0
"760",0,2017-01-09,0
"761",0,2017-02-05,0
"762",0,2017-02-24,0
"763",0,2017-01-15,0
"764",0,2017-01-21,0
"765",0,2017-01-03,0
"766",0,2017-01-13,0
"767",0,2017-01-27,0
"768",0,2017-01-05,0
"769",0,2017-01-31,0
"770",0,2017-02-17,0
"771",0,2017-02-03,0
"772",0,2017-02-15,0
"773",0,2017-01-20,0
"774",0,2017-02-11,0
"775",0,2017-02-16,0
"776",0,2017-01-21,0
"777",0,2017-01-18,0
"778",0,2017-01-16,0
"779",0,2017-01-19,0
"780",0,2017-02-14,0
"781",0,2017-02-06,0
"782",0,2017-02-17,0
"783",0,2017-01-11,0
"784",0,2017-01-18,0
"785",0,2017-02-27,1
"786",0,2017-01-27,0
"787",0,2017-02-05,0
"788",0,2017-02-08,1
"789",0,2017-01-23,0
"790",0,2017-01-31,0
"791",0,2017-02-19,0
"792",0,2017-02-09,0
"793",0,2017-02-19,0
"794",0,2017-01-14,0
"795",0,2017-02-25,0
"796",0,2017-02-01,0
"797",0,2017-02-19,0
"798",0,2017-01-14,0
"799",0,2017-02-05,0
"800",0,2017-02-08,0
"801",0,2017-01-12,1
"802",0,2017-02-07,0
"803",0,2017-02-11,0
"804",0,2017-01-23,0
"805",0,2017-01-02,0
"806",0,2017-01-12,0
"807",0,2017-02-10,0
"808",0,2017-02-13,0
"809",0,2017-02-27,0
"810",0,2017-02-12,0
"811",0,2017-02-13,0
"812",0,2017-01-12,0
"813",0,2017-02-27,0
"814",0,2017-02-28,0
"815",0,2017-02-10,0
"816",0,2017-01-25,0
"817",0,2017-02-13,0
"818",0,2017-01-27,0
"819",0,2017-02-03,0
"820",0,2017-02-09,0
"821",0,2017-02-27,0
"822",0,2017-02-02,0
"823",0,2017-02-02,0
"824",0,2017-02-19,0
"825",0,2017-01-10,0
"826",0,2017-01-17,0
"827",0,2017-01-12,0
"828",0,2017-02-14,0
"829",0,2017-01-06,0
"830",0,2017-01-10,0
"831",0,2017-02-13,0
"832",0,2017-02-16,0
"833",0,2017-02-08,0
"834",0,2017-02-10,0
"835",0,2017-01-11,0
"836",0,2017-01-05,0
"837",0,2017-01-14,0
"838",0,2017-02-22,0
"839",0,2017-01-19,0
"840",0,2017-01-12,0
"841",0,2017-01-23,0
"842",0,2017-01-04,0
"843",0,2017-01-02,0
"844",0,2017-01-25,0
"845",0,2017-02-03,0
"846",0,2017-01-18,0
"847",0,2017-02-21,0
"848",0,2017-02-28,0
"849",0,2017-01-21,0
"850",0,2017-01-05,0
"851",0,2017-02-11,0
"852",0,2017-01-10,0
"853",0,2017-01-11,0
"854",0,2017-01-25,0
"855",0,2017-01-31,0
"856",0,2017-01-19,0
"857",0,2017-01-22,0
"858",0,2017-01-21,0
"859",0,2017-02-09,0
"860",0,2017-02-06,0
"861",0,2017-02-02,0
"862",0,2017-02-12,0
"863",0,2017-01-10,0
"864",0,2017-01-19,0
"865",0,2017-02-11,0
"866",0,2017-01-30,0
"867",0,2017-02-04,0
"868",0,2017-01-26,0
"869",0,2017-02-04,0
"870",0,2017-02-22,0
"871",0,2017-01-23,0
"872",0,2017-02-25,0
"873",0,2017-02-05,0
"874",0,2017-01-19,0
"875",0,2017-01-09,0
"876",0,2017-01-23,0
"877",0,2017-02-20,0
"878",0,2017-03-01,0
"879",0,2017-01-16,0
"880",0,2017-01-16,0
"881",0,2017-02-16,0
"882",0,2017-01-28,0
"883",0,2017-02-11,0
"884",0,2017-01-04,0
"885",0,2017-02-25,0
"886",0,2017-01-02,0
"887",0,2017-01-01,0
"888",0,2017-02-24,1
"889",0,2017-01-29,0
"890",0,2017-02-28,0
"891",0,2017-01-26,0
"892",0,2017-01-17,0
"893",0,2017-01-08,0
"894",0,2017-01-18,1
"895",0,2017-01-15,0
"896",0,2017-01-07,0
"897",0,2017-02-16,0
"898",0,2017-01-14,0
"899",0,2017-01-22,0
"900",0,2017-02-26,0
"901",0,2017-02-04,0
"902",0,2017-01-07,0
"903",0,2017-02-03,0
"904",0,2017-01-27,0
"905",0,2017-02-17,0
"906",0,2017-01-24,0
"907",0,2017-01-06,0
"908",0,2017-01-05,0
"909",0,2017-02-27,0
"910",0,2017-01-29,0
"911",0,2017-02-19,0
"912",0,2017-01-10,0
"913",0,2017-01-23,0
"914",0,2017-01-21,0
"915",0,2017-02-22,0
"916",0,2017-01-10,0
"917",0,2017-02-08,0
"918",0,2017-01-09,0
"919",0,2017-01-25,0
"920",0,2017-02-24,0
"921",0,2017-02-07,0
"922",0,2017-03-01,0
"923",0,2017-01-10,0
"924",0,2017-01-29,0
"925",0,2017-02-08,0
"926",0,2017-02-10,0
"927",0,2017-01-19,0
"928",0,2017-01-01,0
"929",0,2017-02-27,0
"930",0,2017-02-13,0
"931",0,2017-01-10,0
"932",0,2017-02-03,0
"933",0,2017-02-23,0
"934",0,2017-01-22,0
"935",0,2017-01-06,0
"936",0,2017-03-01,0
"937",0,2017-02-06,0
"938",0,2017-01-06,1
"939",0,2017-01-13,0
"940",0,2017-02-19,1
"941",0,2017-01-28,0
"942",0,2017-02-24,0
"943",0,2017-02-15,0
"944",0,2017-01-19,0
"945",0,2017-02-25,0
"946",0,2017-02-20,0
"947",0,2017-02-26,0
"948",0,2017-01-20,0
"949",0,2017-01-19,0
"950",0,2017-02-03,0
"951",0,2017-02-17,0
"952",0,2017-02-16,0
"953",0,2017-01-01,0
"954",0,2017-01-08,0
"955",0,2017-02-03,0
"956",0,2017-01-20,0
"957",0,2017-02-28,0
"958",0,2017-01-29,0
"959",0,2017-02-07,0
"960",0,2017-02-07,0
"961",0,2017-01-07,0
"962",0,2017-01-25,0
"963",0,2017-02-06,0
"964",0,2017-02-28,0
"965",0,2017-01-26,0
"966",0,2017-01-05,0
"967",0,2017-01-13,0
"968",0,2017-02-06,0
"969",0,2017-01-23,0
"970",0,2017-02-08,0
"971",0,2017-02-23,0
"972",0,2017-02-28,0
"973",0,2017-02-05,0
"974",0,2017-02-06,0
"975",0,2017-02-15,0
"976",0,2017-02-17,0
"977",0,2017-01-25,0
"978",0,2017-01-27,0
"979",0,2017-01-26,0
"980",0,2017-01-31,0
"981",0,2017-01-01,0
"982",0,2017-01-03,0
"983",0,2017-02-08,0
"984",0,2017-02-15,0
"985",0,2017-01-24,0
"986",0,2017-01-01,0
"987",0,2017-02-25,0
"988",0,2017-02-24,0
"989",0,2017-01-16,0
"990",0,2017-01-17,0
"991",0,2017-01-22,0
"992",0,2017-01-07,0
"993",0,2017-02-23,0
"994",0,2017-02-17,0
"995",0,2017-02-28,0
"996",0,2017-02-02,0
"997",0,2017-02-24,0
